Title,Chemical_Name,MW,clogP,TPSA,Acceptor,Donor,RotBonds
F3318-0187,"1-(4-chlorobenzoyl)-2-methyl-2,3-dihydro-1H-indole",271.74,3.94,20.31,1,0,2
F0739-0015,"2-({5,6-dimethyl-4-oxo-3-phenyl-3H,4H-thieno[2,3-d]pyrimidin-2-yl}sulfanyl)-N-(2-hydroxyethyl)acetamide",389.49,2.74,135.54,4,2,6
F0866-0212,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4,5-dimethylthiophene-3-carboxylate",400.45,2.44,121.02,5,1,6
F2416-0104,"N-(2-acetyl-1,2,3,4-tetrahydroisoquinolin-7-yl)-2-(2,4-dichlorophenoxy)acetamide",393.26,2.56,58.64,3,1,5
F3230-0005,"4-chlorophenyl 2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)acetate",299.15,3.64,44.12,3,0,4
F3205-0038,"2-[(1-cyclopentyl-2,5-dioxopyrrolidin-3-yl)sulfanyl]pyridine-3-carboxylic acid",320.36,2.06,112.87,5,1,4
F0920-6579,"6-methoxy-9-methyl-8-oxa-10,12-diazatricyclo[7.3.1.0^{2,7}]trideca-2,4,6-trien-11-one",234.25,1.32,59.59,3,2,1
F3367-0020,"4-[(2,5-dioxopyrrolidin-1-yl)methyl]-N-phenylbenzene-1-sulfonamide",344.38,1.41,91.93,5,1,5
F2590-0321,"2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-N,4,5-trimethylthiophene-3-carboxamide",385.44,0.58,123.82,4,2,4
F3019-0032,"3-[(adamantan-1-yl)amino]-1-(2,4-dimethoxyphenyl)pyrrolidine-2,5-dione",384.47,3.72,67.87,4,1,5
F3350-0581,"1-[4-(2,3-dihydro-1H-indole-1-sulfonyl)phenyl]pyrrolidine-2,5-dione",356.4,1.37,83.14,5,0,3
F2019-0606,"N-(6-chloro-1,3-benzothiazol-2-yl)-N-[3-(dimethylamino)propyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide hydrochloride",408.9,2.29,102.06,4,1,8
F2019-1495,"N-(4-chloro-1,3-benzothiazol-2-yl)-N-[3-(dimethylamino)propyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide hydrochloride",408.9,2.29,102.06,4,1,8
F2604-0411,3-[4-(2-chloro-4-nitrobenzoyl)piperazin-1-yl]-6-(piperidin-1-yl)pyridazine,430.89,3.17,95.71,5,2,5
F0807-0474,"2-{[4,6-bis(ethylamino)-1,3,5-triazin-2-yl]sulfanyl}-1-phenylethan-1-one",317.41,3.85,105.1,4,2,8
F6660-2186,"7-[4-(2-cyanoacetyl)piperazin-1-yl]-1-ethyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",386.38,1.03,104.95,7,2,5
F3350-0589,"4-(2,5-dioxopyrrolidin-1-yl)-N-(2-fluorophenyl)benzene-1-sulfonamide",348.35,0.64,91.93,5,1,4
F6660-2932,"7-[4-(2-cyanoacetyl)piperazin-1-yl]-1-ethyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",386.38,1.03,104.95,7,2,5
F0327-0351,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4-methyl-1,3-thiazole-5-carboxylate",387.41,1.16,133.91,6,1,6
F1383-0047,"2-{[2,5-dioxo-1-(propan-2-yl)pyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",294.33,1.51,112.87,5,1,4
F2604-0480,1-{6-[4-(2-chloro-4-nitrobenzoyl)piperazin-1-yl]pyridazin-3-yl}azepane,444.91,3.73,95.71,5,2,5
F5689-1366,"4-(2,5-dioxopyrrolidin-1-yl)-N-{2-[4-methyl-5-oxo-3-(thiophen-2-yl)-4,5-dihydro-1H-1,2,4-triazol-1-yl]ethyl}benzamide",425.46,0.75,130.63,5,1,6
F1018-1721,"1-(4-chloro-2-nitrobenzoyl)-3,5-dimethyl-1H-pyrazole",279.68,3.99,78.03,4,0,3
F3349-0202,"4-(2,5-dioxopyrrolidin-1-yl)-N-phenylbenzene-1-sulfonamide",330.36,0.75,91.93,5,1,4
F3275-0038,"1-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-3-[5-methyl-2-(propan-2-yl)phenoxy]propan-2-ol",381.31,4.32,47.28,3,1,6
F1383-0046,"2-[(1-methyl-2,5-dioxopyrrolidin-3-yl)sulfanyl]pyridine-3-carboxylic acid",266.27,0.68,112.87,5,1,3
F2693-0113,"4-chloro-9-methyl-8-oxa-10,12-diazatricyclo[7.3.1.0^{2,7}]trideca-2,4,6-trien-11-one",238.67,2.08,50.36,2,2,0
F6660-2871,"7-[4-(2-cyanoacetyl)piperazin-1-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",398.39,1.08,104.95,7,2,5
F0327-0393,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4H,5H,6H-cyclopenta[b]thiophene-3-carboxylate",412.46,2.5,121.02,5,1,6
F0838-0491,"1,4-bis(2-fluorobenzoyl)-2-methylpiperazine",344.36,2.89,40.62,2,0,4
F3385-4499,"3-(3,4-dimethoxyphenyl)-7-[2-(4-ethylpiperazin-1-yl)ethoxy]-4H-chromen-4-one dihydrochloride",438.52,2.51,60.47,7,2,8
F1829-0066,"2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-N,6-dimethyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",425.5,2.06,123.82,4,2,4
F1412-0027,"2-[(1-cyclohexyl-2,5-dioxopyrrolidin-3-yl)sulfanyl]pyridine-3-carboxylic acid",334.39,2.62,112.87,5,1,4
F3342-0215,"N-(3-{[(furan-2-yl)methyl]amino}-2-hydroxypropyl)-N-(2,4,6-trimethylphenyl)methanesulfonamide; benzoic acid",366.48,2.07,91.16,5,2,8
F0808-0453,"4-tert-butyl-N-(1,3-thiazol-2-yl)benzene-1-sulfonamide",296.41,3.43,95.68,3,1,3
F0440-0351,"2-(2,5-dioxopyrrolidin-1-yl)-N-[4-(4-propoxyphenyl)-1,3-thiazol-2-yl]acetamide",373.43,3.03,116.84,5,1,7
F1830-0065,"2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-N-methyl-4H,5H,6H-cyclopenta[b]thiophene-3-carboxamide",397.45,0.99,123.82,4,2,4
F2049-0559,"3-chloro-N-(1-propanoyl-1,2,3,4-tetrahydroquinolin-7-yl)benzamide",342.82,3.72,49.41,2,1,4
F2040-0492,"3-chloro-N-(1-propanoyl-1,2,3,4-tetrahydroquinolin-6-yl)benzamide",342.82,3.72,49.41,2,1,4
F2049-0501,"4-chloro-N-(1-propanoyl-1,2,3,4-tetrahydroquinolin-7-yl)benzamide",342.82,3.72,49.41,2,1,4
F1828-0066,"2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-N-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",411.47,1.55,123.82,4,2,4
F6064-1564,"1-[2-({3-[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]azetidin-1-yl}sulfonyl)ethyl]piperidine-2,6-dione",410.47,0.89,150.3,7,0,6
F3284-8534,"(2E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoic acid",238.24,1.54,64.99,5,0,5
F5882-4966,"1-{1-[(2E)-3-(2H-1,3-benzodioxol-5-yl)prop-2-enoyl]piperidin-4-yl}pyrrolidin-2-one",342.39,1.05,59.08,4,0,4
F3325-0095,"2-{[1-(2-methylpropyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",308.35,2.13,112.87,5,1,5
F3023-0293,"2-[(2,5-dioxo-1-propylpyrrolidin-3-yl)sulfanyl]pyridine-3-carboxylic acid",294.33,1.73,112.87,5,1,5
F2764-0087,"2-chloro-N-({1,4-dioxaspiro[4.4]nonan-2-yl}methyl)-4-nitrobenzamide",340.76,2.18,90.7,5,1,4
F3292-0438,"14-hydroxy-2,14,15-trimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one",302.45,3.93,37.3,2,1,0
F0020-1803,4-(4-carboxyphenoxy)benzoic acid,258.23,3.73,83.83,5,0,4
F6782-0558,(2E)-3-(3-methoxyphenyl)prop-2-enoic acid,178.18,2.16,46.53,3,0,3
F5834-2996,"2-(2,5-dioxopyrrolidin-1-yl)-N-[2-(thiophene-2-carbonyl)-1,2,3,4-tetrahydroisoquinolin-7-yl]acetamide",397.45,1.33,115.03,4,1,5
F6660-4137,"3-phenyl-5-(1H-pyrrol-2-yl)-1,2,4-oxadiazole",211.22,2.7,54.71,3,1,2
F1864-0070,"6-chloro-4-({1,4-dioxa-8-azaspiro[4.5]decan-8-yl}methyl)-7-hydroxy-2H-chromen-2-one",351.78,1.61,68.23,5,2,2
F3350-0608,"4-(2,5-dioxopyrrolidin-1-yl)-N-[(4-methoxyphenyl)methyl]benzene-1-sulfonamide",374.41,0.78,101.16,5,1,6
F1831-0048,"2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-N-methyl-4H,5H,6H,7H,8H-cyclohepta[b]thiophene-3-carboxamide",425.5,2.1,123.82,4,2,4
F3350-0593,"4-(2,5-dioxopyrrolidin-1-yl)-N-(3-methoxyphenyl)benzene-1-sulfonamide",360.38,0.79,101.16,6,1,5
F3375-0138,"5-(4-chloro-2-nitrophenyl)-N-(1,1-dioxo-1lambda6-thiolan-3-yl)-N-methylfuran-2-carboxamide",398.82,1.44,119.11,6,0,5
F3023-0022,"2-{[1-(2-methoxyethyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",310.33,0.93,122.1,6,1,6
F0909-0423,"2-(methylsulfanyl)-1,3-benzothiazole; methoxysulfonic acid",181.27,3.23,66.43,1,0,1
F3230-0009,"methyl 4-{[3-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)propanoyl]oxy}benzoate",336.77,3.28,70.42,5,0,7
F6448-2483,"N-{1-[(2,3-dihydro-1,4-benzodioxin-2-yl)methyl]-1H-pyrazol-4-yl}-2-(2,6-dioxopiperidin-1-yl)ethane-1-sulfonamide",434.47,1.36,128.21,7,1,7
F3350-0566,"4-(2,5-dioxopyrrolidin-1-yl)-N-(2-methoxyphenyl)benzene-1-sulfonamide",360.38,0.79,101.16,6,1,5
F0526-0209,"ethyl 2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-6-ethyl-4H,5H,6H,7H-thieno[2,3-c]pyridine-3-carboxylate hydrochloride",455.53,1.92,124.26,5,2,7
F3244-0178,5-(2-chloro-4-nitrophenyl)-2-methylfuran-3-carboxylic acid,281.65,3.61,93.58,5,0,3
F0327-0402,"1-[4-(1,3-benzothiazol-2-yl)phenyl]pyrrolidine-2,5-dione",308.35,2.19,78.51,3,0,2
F1345-0315,1-(9H-carbazol-9-yl)-3-(morpholin-4-yl)propan-2-ol; benzoic acid,310.39,3.29,37.63,2,2,4
F1829-0048,"2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-N,6-dimethyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",425.5,2.06,123.82,4,2,4
F1831-0066,"2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-N-methyl-4H,5H,6H,7H,8H-cyclohepta[b]thiophene-3-carboxamide",425.5,2.1,123.82,4,2,4
F0327-0392,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",426.49,3.06,121.02,5,1,6
F2019-0733,"N-(6-bromo-1,3-benzothiazol-2-yl)-N-[3-(dimethylamino)propyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide hydrochloride",453.35,2.44,102.06,4,1,8
F2167-9997,2-{4-[4-(2-aminoethyl)phenoxy]phenyl}ethan-1-amine dihydrochloride,256.34,2.82,61.27,1,2,6
F0327-0320,"4-(2,5-dioxopyrrolidin-1-yl)-N-(2-methyl-1,3-benzothiazol-5-yl)benzamide",365.41,1.9,107.61,4,1,3
F0327-0319,"4-(2,5-dioxopyrrolidin-1-yl)-N-(2-methyl-1,3-benzothiazol-6-yl)benzamide",365.41,1.9,107.61,4,1,3
F3350-0625,"N-(3-acetylphenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzene-1-sulfonamide",372.4,0.55,109,6,1,5
F1864-0084,"6-chloro-4-[(2,6-dimethylmorpholin-4-yl)methyl]-7-hydroxy-2H-chromen-2-one",323.77,2.83,59,4,2,2
F6233-0526,"1-(3-chlorophenyl)-3-{4-[4-(2-methoxyethyl)-5-oxo-4,5-dihydro-1H-1,2,3,4-tetrazol-1-yl]phenyl}urea",388.81,3.83,98.63,3,2,6
F6233-0549,"1-[(4-chlorophenyl)methyl]-3-{4-[4-(2-methoxyethyl)-5-oxo-4,5-dihydro-1H-1,2,3,4-tetrazol-1-yl]phenyl}urea",402.83,3.39,98.63,3,2,7
F0466-0009,"N-(1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",351.38,1.62,107.61,4,1,3
F5834-1816,"N-(1-acetyl-2,3-dihydro-1H-indol-6-yl)-2-(2,6-dioxopiperidin-1-yl)ethane-1-sulfonamide",379.43,0.4,112.24,6,1,6
F3350-0621,"4-(2,5-dioxopyrrolidin-1-yl)-N-[2-(thiophen-2-yl)ethyl]benzene-1-sulfonamide",364.44,0.84,120.17,4,1,6
F3210-0020,5-(4-chloro-2-nitrophenyl)-2-methylfuran-3-carboxylic acid,281.65,3.86,93.58,5,0,3
F3350-0564,"N-(4-acetylphenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzene-1-sulfonamide",372.4,0.55,109,6,1,5
F3350-0696,"N-(3-acetylphenyl)-4-(2,5-dioxopyrrolidin-1-yl)-3-methylbenzene-1-sulfonamide",386.42,0.65,109,6,1,5
F3350-0586,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-ethoxyphenyl)benzene-1-sulfonamide",374.41,1.32,101.16,6,1,6
F2416-0239,"2-(2,4-dichlorophenoxy)-N-(2-propanoyl-1,2,3,4-tetrahydroisoquinolin-7-yl)acetamide",407.29,3.09,58.64,3,1,6
F1903-9745,6-methyl-2-sulfanylpyridine-3-carboxylic acid,169.2,2.13,88.99,3,2,1
F2992-0095,"N-[3-(1,3-benzothiazol-2-yl)thiophen-2-yl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",371.43,1.55,135.85,4,1,4
F0817-0075,"N-(1-benzothiophen-5-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",350.39,1.96,94.72,3,1,3
F0817-0057,"N-(1-benzothiophen-5-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",350.39,1.96,94.72,3,1,3
F3386-1380,N-(5-chloro-2-hydroxyphenyl)-2-ethoxy-5-methylbenzene-1-sulfonamide,341.81,3.69,84.01,5,2,5
F1864-0146,6-chloro-7-hydroxy-4-[(piperidin-1-yl)methyl]-2H-chromen-2-one,293.75,3.07,49.77,3,2,2
F9995-0036,"4-(6-ethoxy-1,3-benzothiazol-2-yl)aniline",270.35,3.97,76.38,3,1,3
F2763-0086,"2-chloro-N-({1,4-dioxaspiro[4.5]decan-2-yl}methyl)-4-nitrobenzamide",354.79,3,90.7,5,1,4
F0526-0208,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-6-(propan-2-yl)-4H,5H,6H,7H-thieno[2,3-c]pyridine-3-carboxylate hydrochloride",469.55,2.45,124.26,5,2,7
F3205-0033,"2-{[1-(3-methoxypropyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",324.35,1.11,122.1,6,1,7
F1813-1188,"3-(2,5-dioxopyrrolidin-1-yl)-N-(4-fluoro-1,3-benzothiazol-2-yl)benzamide",369.37,1.77,107.61,4,1,3
F9994-5243,2-[(6-chloropyridin-3-yl)formamido]acetic acid,214.61,0.69,79.29,4,2,3
F1300-0241,"N-(4,5-dimethyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.57,107.61,4,1,3
F1300-0252,"N-(4,5-dimethyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.57,107.61,4,1,3
F1813-0349,"N-(4,7-dimethyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.62,107.61,4,1,3
F1813-0352,"N-(5,7-dimethyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.62,107.61,4,1,3
F1015-0025,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-6-methyl-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxylate",440.51,3.58,121.02,5,1,6
F1813-1164,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-fluoro-1,3-benzothiazol-2-yl)benzamide",369.37,1.77,107.61,4,1,3
F3386-1386,"N-(5-chloro-2-hydroxyphenyl)-2,5-dimethoxy-4-methylbenzene-1-sulfonamide",357.81,3.17,93.24,6,2,5
F5971-0150,"(2E)-3-(2H-1,3-benzodioxol-5-yl)-N-(2-hydroxy-3-methoxy-2-methylpropyl)prop-2-enamide",293.32,1.5,77.02,5,2,6
F3386-1379,N-(5-chloro-2-hydroxyphenyl)-4-ethoxybenzene-1-sulfonamide,327.78,3.67,84.01,5,2,5
F3386-1376,5-chloro-N-(5-chloro-2-hydroxyphenyl)-2-methoxybenzene-1-sulfonamide,348.2,3.61,84.01,5,2,4
F1864-0335,6-chloro-7-hydroxy-4-[(4-methylpiperidin-1-yl)methyl]-2H-chromen-2-one,307.77,3.59,49.77,3,2,2
F6244-1336,"(2E)-3-(2H-1,3-benzodioxol-5-yl)-N-[4-(pyrrolidin-1-yl)but-2-yn-1-yl]prop-2-enamide",312.36,3.4,50.8,3,2,5
F1813-0481,"N-(4,7-dimethyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.62,107.61,4,1,3
F1813-0484,"N-(5,7-dimethyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.62,107.61,4,1,3
F0327-0303,"N-(4,6-dimethyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",379.43,2.62,107.61,4,1,3
F1813-1187,"N-(4,6-difluoro-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",387.36,1.92,107.61,4,1,3
F0009-0381,"2-methyl-N-{4-[(1,3-thiazol-2-yl)sulfamoyl]phenyl}propanamide",325.41,1.78,124.78,4,2,5
F0440-0388,"4-(2,5-dioxopyrrolidin-1-yl)-2-[(2E)-1-methyl-2,3-dihydro-1H-1,3-benzodiazol-2-ylidene]-3-oxobutanenitrile",310.31,0.89,93.51,6,2,3
F6617-4185,"3-[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]propanehydrazide",238.27,-0.18,122.28,4,2,4
F6237-0243,"N-(5-chloro-2-hydroxyphenyl)-2-phenyl-2H-1,2,3,4-tetrazole-5-carboxamide",315.71,2.64,92.93,5,2,3
F1199-0067,"2-{[2,5-dioxo-1-(propan-2-yl)pyrrolidin-3-yl]sulfanyl}benzoic acid",293.34,2.08,99.98,4,0,4
F0326-0268,"4-(2,5-dioxopyrrolidin-1-yl)-N-[5-(3-methylphenyl)-1,3,4-thiadiazol-2-yl]benzamide",392.43,1.91,120.5,5,1,4
F3269-0037,"3-[2-(2,5-dioxopyrrolidin-1-yl)ethyl]-5-[(4-methylphenyl)amino]-1,3-thiazolidine-2,4-dione",347.39,0.97,112.09,5,1,5
F0327-0299,"N-(4-chloro-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",385.82,2.34,107.61,4,1,3
F0327-0293,"N-(6-chloro-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",385.82,2.34,107.61,4,1,3
F1822-0283,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-ethyl-1,3-benzothiazol-2-yl)benzamide",379.43,2.65,107.61,4,1,4
F6250-0278,"3-[2-(2,6-dioxopiperidin-1-yl)ethanesulfonamido]cyclohexyl N-phenylcarbamate",437.51,2.57,130.26,6,2,8
F3350-0579,"N-(3,4-dimethoxyphenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzene-1-sulfonamide",390.41,0.45,110.39,7,1,6
F0920-5439,"6-methyl 3-propan-2-yl 4-(3-chloro-5-ethoxy-4-hydroxyphenyl)-2,7-dimethyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3,6-dicarboxylate",491.96,3.91,111.16,7,2,8
F1199-0041,"2-[(1-ethyl-2,5-dioxopyrrolidin-3-yl)sulfanyl]benzoic acid",279.31,1.77,99.98,4,0,4
F2708-0061,"N-(7-chloro-4-methoxy-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",415.85,2.61,116.84,5,1,4
F0327-0291,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-1,3-benzothiazol-2-yl)benzamide",381.41,1.92,116.84,5,1,4
F0466-0001,"3-(2,5-dioxopyrrolidin-1-yl)-N-(6-methoxy-1,3-benzothiazol-2-yl)benzamide",381.41,1.92,116.84,5,1,4
F3269-0033,"3-[2-(2,5-dioxopyrrolidin-1-yl)ethyl]-5-(phenylamino)-1,3-thiazolidine-2,4-dione",333.36,0.47,112.09,5,1,5
F1757-0285,"1-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)-3-(naphthalen-2-yloxy)propan-2-ol",330.81,3.81,47.28,3,1,5
F3023-0448,"2-[(2,5-dioxo-1-propylpyrrolidin-3-yl)sulfanyl]benzoic acid",293.34,2.3,99.98,4,0,5
F3350-0559,"methyl 4-[4-(2,5-dioxopyrrolidin-1-yl)benzenesulfonamido]benzoate",388.39,1.08,118.23,7,1,6
F3350-0575,"methyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzenesulfonamido]benzoate",388.39,1.08,118.23,7,1,6
F1902-0079,"3-(4-aminophenyl)-6,7-dimethyl-4H-chromen-4-one",265.31,2.8,52.32,3,1,1
F3374-0425,"N-(6-chloroquinolin-4-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",379.8,2.31,79.37,4,2,3
F1822-0391,"3-(2,5-dioxopyrrolidin-1-yl)-N-(4-ethyl-1,3-benzothiazol-2-yl)benzamide",379.43,2.65,107.61,4,1,4
F0806-0249,"3-(2,5-dioxopyrrolidin-1-yl)-N-(5-phenyl-1,3-thiazol-2-yl)benzamide",377.42,2.13,107.61,4,1,4
F1721-0034,"2-[(4-methylphenoxy)methyl]-5-phenyl-1,3,4-oxadiazole",266.29,2.88,48.15,4,0,4
F2738-1944,"N-(4,6-dimethyl-1,3-benzothiazol-2-yl)-2-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-2-yl)methyl]acetamide",408.47,1.96,111.71,5,1,6
F1822-0288,"4-(2,5-dioxopyrrolidin-1-yl)-N-[6-(propan-2-yl)-1,3-benzothiazol-2-yl]benzamide",393.46,3.05,107.61,4,1,4
F1813-0344,"N-(5-chloro-4-methyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",399.85,2.84,107.61,4,1,3
F1813-0345,"N-(6-chloro-4-methyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",399.85,2.84,107.61,4,1,3
F1813-0348,"N-(7-chloro-4-methyl-1,3-benzothiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",399.85,2.84,107.61,4,1,3
F1813-0480,"N-(7-chloro-4-methyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",399.85,2.84,107.61,4,1,3
F0327-0290,"4-(2,5-dioxopyrrolidin-1-yl)-N-(6-methoxy-1,3-benzothiazol-2-yl)benzamide",381.41,1.92,116.84,5,1,4
F1382-0013,"3-(2,5-dioxopyrrolidin-1-yl)-N-[4-(piperidine-1-sulfonyl)phenyl]benzamide",441.5,1.64,112.24,5,1,5
F0327-0322,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-phenyl-1,3-thiazol-2-yl)benzamide",377.42,2.13,107.61,4,1,4
F0012-0791,"N-{4-[(1,3-thiazol-2-yl)sulfamoyl]phenyl}acetamide",297.35,0.94,124.78,4,2,4
F1374-1927,"N-[5-(2,4-difluorophenyl)-1,3,4-oxadiazol-2-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",398.32,0.89,105.4,6,1,4
F5497-0110,"1-[2-({4-[5-(furan-2-yl)-1,3,4-thiadiazol-2-yl]piperidin-1-yl}sulfonyl)ethyl]piperidine-2,6-dione",438.52,1.25,150.3,7,0,6
F6237-2966,"N-(5-chloro-2-hydroxyphenyl)-2-[4-(trifluoromethyl)phenyl]-2H-1,2,3,4-tetrazole-5-carboxamide",383.71,3.55,92.93,5,2,3
F2895-0419,"N-(6-chloro-4-methyl-1,3-benzothiazol-2-yl)-2-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-3-yl)methyl]acetamide",428.89,2.2,111.71,5,1,6
F2895-0253,"N-(6-chloro-4-methyl-1,3-benzothiazol-2-yl)-2-(2,5-dioxopyrrolidin-1-yl)-N-[(pyridin-2-yl)methyl]acetamide",428.89,2.2,111.71,5,1,6
F1757-0030,"1-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-3-(naphthalen-2-yloxy)propan-2-ol",375.26,3.96,47.28,3,1,5
F1813-0350,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-7-methyl-1,3-benzothiazol-2-yl)benzamide",395.43,2.42,116.84,5,1,4
F0777-2101,"2-(phenoxymethyl)-5-phenyl-1,3,4-oxadiazole",252.27,2.38,48.15,4,0,4
F0852-0174,"2-(4-methoxyphenyl)-1H-1,3-benzodiazole",224.26,3.68,37.91,3,2,2
F2590-0796,"ethyl 4-cyano-5-[2-(2,5-dioxopyrrolidin-1-yl)acetamido]-3-methylthiophene-2-carboxylate",349.36,0.95,144.81,6,1,6
F1822-0396,"3-(2,5-dioxopyrrolidin-1-yl)-N-[6-(propan-2-yl)-1,3-benzothiazol-2-yl]benzamide",393.46,3.05,107.61,4,1,4
F2368-0950,"3-(2,5-dioxopyrrolidin-1-yl)-N-{5-[(4-methylphenyl)methyl]-1,3,4-oxadiazol-2-yl}benzamide",390.39,1.05,105.4,6,1,5
F1374-0894,"3-(2,5-dioxopyrrolidin-1-yl)-N-(5-phenyl-1,3,4-oxadiazol-2-yl)benzamide",362.34,0.58,105.4,6,1,4
F1813-0476,"N-(5-chloro-4-methyl-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",399.85,2.84,107.61,4,1,3
F1786-0014,"ethyl 4-(3,5-dichloro-2-hydroxybenzenesulfonyl)piperazine-1-carboxylate",383.25,3.9,95.53,5,1,5
F0739-0014,"2-({5,6-dimethyl-4-oxo-3-phenyl-3H,4H-thieno[2,3-d]pyrimidin-2-yl}sulfanyl)-N-[3-(morpholin-4-yl)propyl]acetamide",472.62,3.81,127.78,4,2,8
F0703-0001,"N-(2,3,5-trichloro-4-hydroxyphenyl)acetamide",254.5,1.67,49.33,2,2,1
F0778-0280,"N-[2-(2,4-dimethylphenyl)-2H,4H,6H-thieno[3,4-c]pyrazol-3-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",446.52,2.21,109.6,4,1,4
